2020-05-09T10:39:58.5596958Z,3.7995,4.0632,3.9272,7.264,14.6238,5.3145,3.804,4.079,3.9445,7.2741,14.7075,5.33
2020-05-09T10:40:58.7327646Z,3.7891,4.0627,3.9244,7.2535,14.6395,5.3207,3.8005,4.0821,3.9326,7.2665,14.6515,5.3386
2020-05-09T10:40:58.7327646Z,3.7891,4.0627,3.9244,7.2535,14.6395,5.3207,3.8005,4.0821,3.9326,7.2665,14.6515,5.3386
2020-05-09T10:41:58.9970322Z,3.7866,4.0587,3.9153,7.2302,14.6116,5.3204,3.7986,4.0746,3.9284,7.2487,14.6642,5.343
2020-05-09T10:41:58.9970322Z,3.7866,4.0587,3.9153,7.2302,14.6116,5.3204,3.7986,4.0746,3.9284,7.2487,14.6642,5.343
2020-05-09T10:42:59.1484853Z,3.7847,4.0586,3.9152,7.2191,14.5781,5.323,3.7918,4.0738,3.9354,7.2404,14.6463,5.3442
2020-05-09T10:42:59.1484853Z,3.7847,4.0586,3.9152,7.2191,14.5781,5.323,3.7918,4.0738,3.9354,7.2404,14.6463,5.3442
2020-05-09T10:43:59.4069556Z,3.7863,4.0559,3.904,7.2198,14.5997,5.3344,3.7917,4.0745,3.9229,7.2446,14.6313,5.353
2020-05-09T10:43:59.4069556Z,3.7863,4.0559,3.904,7.2198,14.5997,5.3344,3.7917,4.0745,3.9229,7.2446,14.6313,5.353
2020-05-09T10:44:59.5829604Z,3.7709,4.0579,3.9105,7.1973,14.5696,5.3417,3.7998,4.0707,3.9248,7.2166,14.6327,5.3577
2020-05-09T10:44:59.5829604Z,3.7709,4.0579,3.9105,7.1973,14.5696,5.3417,3.7998,4.0707,3.9248,7.2166,14.6327,5.3577
2020-05-09T10:45:59.75634Z,3.7774,4.0576,3.9021,7.185,14.5857,5.3382,3.7889,4.0677,3.9212,7.2085,14.6144,5.3577
2020-05-09T10:45:59.75634Z,3.7774,4.0576,3.9021,7.185,14.5857,5.3382,3.7889,4.0677,3.9212,7.2085,14.6144,5.3577
2020-05-09T10:46:59.9439441Z,3.7679,4.0523,3.895,7.1659,14.5661,5.3492,3.7788,4.0754,3.9159,7.1988,14.5838,5.3639
2020-05-09T10:46:59.9439441Z,3.7679,4.0523,3.895,7.1659,14.5661,5.3492,3.7788,4.0754,3.9159,7.1988,14.5838,5.3639
2020-05-09T10:48:00.0880328Z,3.7688,4.0445,3.8991,7.177,14.5424,5.3511,3.7768,4.0666,3.9087,7.1874,14.6046,5.3736
2020-05-09T10:48:00.0880328Z,3.7688,4.0445,3.8991,7.177,14.5424,5.3511,3.7768,4.0666,3.9087,7.1874,14.6046,5.3736
2020-05-09T10:49:00.344357Z,3.7634,4.0526,3.8873,7.1661,14.5416,5.3567,3.7725,4.065,3.9066,7.1936,14.5544,5.3787
2020-05-09T10:49:00.344357Z,3.7634,4.0526,3.8873,7.1661,14.5416,5.3567,3.7725,4.065,3.9066,7.1936,14.5544,5.3787
2020-05-09T10:50:00.5344987Z,3.7598,4.0472,3.8876,7.1479,14.5226,5.3669,3.7749,4.0608,3.8997,7.1771,14.5601,5.3905
2020-05-09T10:50:00.5344987Z,3.7598,4.0472,3.8876,7.1479,14.5226,5.3669,3.7749,4.0608,3.8997,7.1771,14.5601,5.3905
2020-05-09T10:51:00.7258391Z,3.7547,4.0423,3.884,7.1454,14.4917,5.375,3.7687,4.0667,3.8998,7.1543,14.5347,5.4058
2020-05-09T10:51:00.7258391Z,3.7547,4.0423,3.884,7.1454,14.4917,5.375,3.7687,4.0667,3.8998,7.1543,14.5347,5.4058
2020-05-09T10:52:00.8970644Z,3.7556,4.0446,3.8863,7.1191,14.4605,5.3805,3.7617,4.0528,3.8924,7.1571,14.5292,5.402
2020-05-09T10:52:00.8970644Z,3.7556,4.0446,3.8863,7.1191,14.4605,5.3805,3.7617,4.0528,3.8924,7.1571,14.5292,5.402
2020-05-09T10:53:01.0460764Z,3.7498,4.0425,3.883,7.1302,14.4774,5.3925,3.7619,4.0547,3.8953,7.1342,14.5187,5.4133
2020-05-09T10:53:01.0460764Z,3.7498,4.0425,3.883,7.1302,14.4774,5.3925,3.7619,4.0547,3.8953,7.1342,14.5187,5.4133
2020-05-09T10:54:01.2259811Z,3.7426,4.0367,3.8774,7.0981,14.4427,5.406,3.7535,4.0559,3.8892,7.1263,14.4946,5.4153
2020-05-09T10:54:01.2259811Z,3.7426,4.0367,3.8774,7.0981,14.4427,5.406,3.7535,4.0559,3.8892,7.1263,14.4946,5.4153
2020-05-09T10:55:01.4010183Z,3.7412,4.0392,3.8711,7.0803,14.4502,5.4039,3.7505,4.0542,3.8843,7.1199,14.5075,5.419
2020-05-09T10:55:01.4010183Z,3.7412,4.0392,3.8711,7.0803,14.4502,5.4039,3.7505,4.0542,3.8843,7.1199,14.5075,5.419
2020-05-09T10:56:01.6514717Z,3.7311,4.0215,3.8642,7.1017,14.4331,5.4177,3.7485,4.0429,3.8751,7.1268,14.4709,5.4409
2020-05-09T10:56:01.6514717Z,3.7311,4.0215,3.8642,7.1017,14.4331,5.4177,3.7485,4.0429,3.8751,7.1268,14.4709,5.4409
2020-05-09T10:57:01.8229666Z,3.7376,4.0307,3.8604,7.0769,14.3966,5.4273,3.7425,4.0417,3.8729,7.1172,14.4593,5.441
2020-05-09T10:57:01.8229666Z,3.7376,4.0307,3.8604,7.0769,14.3966,5.4273,3.7425,4.0417,3.8729,7.1172,14.4593,5.441
2020-05-09T10:58:01.974304Z,3.7351,4.0251,3.8607,7.0783,14.3984,5.437,3.74,4.0455,3.8694,7.0945,14.4431,5.4473
2020-05-09T10:58:01.974304Z,3.7351,4.0251,3.8607,7.0783,14.3984,5.437,3.74,4.0455,3.8694,7.0945,14.4431,5.4473
